timestamp,query_type,api_type,repository_owner,repository_name,response_time_ms,response_size_bytes,success,error
2025-11-25T17:15:59.806419,multiple,rest,facebook,react,1826.631499978248,23998,True,
2025-11-25T17:16:01.735907,multiple,rest,facebook,react,2041.6262000217102,23998,True,
2025-11-25T17:16:03.879936,multiple,rest,facebook,react,1823.5458999406546,23998,True,
2025-11-25T17:16:05.805888,multiple,rest,facebook,react,1958.361099998001,23998,True,
2025-11-25T17:16:07.867182,multiple,rest,facebook,react,2083.20349996211,23997,True,
2025-11-25T17:16:10.053392,multiple,rest,facebook,react,2035.6596999336034,23998,True,
2025-11-25T17:16:12.191074,multiple,rest,facebook,react,1860.1665999740362,23998,True,
2025-11-25T17:16:14.153511,multiple,rest,facebook,react,1883.8662999332882,23998,True,
2025-11-25T17:16:16.139885,multiple,rest,facebook,react,1869.6907000849023,23998,True,
2025-11-25T17:16:18.112176,multiple,rest,facebook,react,2000.8122999570332,23997,True,
2025-11-25T17:16:20.215288,multiple,rest,facebook,react,1948.7357999314554,23998,True,
2025-11-25T17:16:22.266007,multiple,rest,facebook,react,1830.781000026036,23998,True,
2025-11-25T17:16:24.199762,multiple,rest,facebook,react,1871.6641000355594,23997,True,
2025-11-25T17:16:26.174019,multiple,rest,facebook,react,1855.735499993898,24001,True,
2025-11-25T17:16:28.132172,multiple,rest,facebook,react,1986.8680000072345,24001,True,
2025-11-25T17:16:30.221217,multiple,rest,facebook,react,1953.6229000077583,24001,True,
2025-11-25T17:16:32.276938,multiple,rest,facebook,react,1952.8951999964193,24001,True,
2025-11-25T17:16:34.331830,multiple,rest,facebook,react,1825.2366000670008,24001,True,
2025-11-25T17:16:36.259244,multiple,rest,facebook,react,1852.903500024695,24001,True,
2025-11-25T17:16:38.214674,multiple,rest,facebook,react,1878.659800044261,24001,True,
2025-11-25T17:16:40.195350,multiple,rest,facebook,react,1958.7786999181844,24001,True,
2025-11-25T17:16:42.256639,multiple,rest,facebook,react,1888.021100021433,24001,True,
2025-11-25T17:16:44.247046,multiple,rest,facebook,react,1883.501500065904,24001,True,
2025-11-25T17:16:46.232885,multiple,rest,facebook,react,1826.081300037913,24001,True,
2025-11-25T17:16:48.161024,multiple,rest,facebook,react,1855.6412000325508,24001,True,
2025-11-25T17:16:50.118962,multiple,rest,facebook,react,1867.7458001184277,23999,True,
2025-11-25T17:16:52.088922,multiple,rest,facebook,react,1858.1770999589935,24001,True,
2025-11-25T17:16:54.049400,multiple,rest,facebook,react,2321.6314999735914,24001,True,
2025-11-25T17:16:56.475357,multiple,rest,facebook,react,2013.9552000327967,24001,True,
2025-11-25T17:16:58.592442,multiple,rest,facebook,react,6540.023499983363,24001,True,
2025-11-25T17:17:05.240974,simple,rest,microsoft,vscode,648.6679000081494,8022,True,
2025-11-25T17:17:05.990887,simple,rest,microsoft,vscode,679.5064000179991,8022,True,
2025-11-25T17:17:06.771616,simple,rest,microsoft,vscode,626.6833999543451,8022,True,
2025-11-25T17:17:07.499516,simple,rest,microsoft,vscode,684.9004999967292,8022,True,
2025-11-25T17:17:08.285386,simple,rest,microsoft,vscode,696.1025000200607,8022,True,
2025-11-25T17:17:09.082635,simple,rest,microsoft,vscode,632.7546999673359,8022,True,
2025-11-25T17:17:09.816086,simple,rest,microsoft,vscode,612.405999971088,8022,True,
2025-11-25T17:17:10.529662,simple,rest,microsoft,vscode,649.0000999765471,8022,True,
2025-11-25T17:17:11.279511,simple,rest,microsoft,vscode,676.0147000313736,8022,True,
2025-11-25T17:17:12.056614,simple,rest,microsoft,vscode,632.0162000483833,8022,True,
2025-11-25T17:17:12.789902,simple,rest,microsoft,vscode,648.8488999893889,8022,True,
2025-11-25T17:17:13.539732,simple,rest,microsoft,vscode,627.6719000306912,8022,True,
2025-11-25T17:17:14.268276,simple,rest,microsoft,vscode,712.040500016883,8021,True,
2025-11-25T17:17:15.081675,simple,rest,microsoft,vscode,711.1153000150807,8022,True,
2025-11-25T17:17:15.894029,simple,rest,microsoft,vscode,810.3285999968648,8022,True,
2025-11-25T17:17:16.806098,simple,rest,microsoft,vscode,770.058499998413,8022,True,
2025-11-25T17:17:17.677233,simple,rest,microsoft,vscode,695.1779000228271,8022,True,
2025-11-25T17:17:18.473810,simple,rest,microsoft,vscode,657.7978000277653,8022,True,
2025-11-25T17:17:19.232644,simple,rest,microsoft,vscode,661.9814000441693,8022,True,
2025-11-25T17:17:19.995842,simple,rest,microsoft,vscode,702.3676999961026,8022,True,
2025-11-25T17:17:20.799355,simple,rest,microsoft,vscode,683.1518999533728,8022,True,
2025-11-25T17:17:21.583812,simple,rest,microsoft,vscode,719.7895999997854,8022,True,
2025-11-25T17:17:22.404686,simple,rest,microsoft,vscode,670.9403000422753,8022,True,
2025-11-25T17:17:23.176701,simple,rest,microsoft,vscode,667.3547999816947,8022,True,
2025-11-25T17:17:23.944875,simple,rest,microsoft,vscode,631.7102999892086,8022,True,
2025-11-25T17:17:24.677505,simple,rest,microsoft,vscode,642.2890999820083,8022,True,
2025-11-25T17:17:25.420663,simple,rest,microsoft,vscode,589.1986999777146,8022,True,
2025-11-25T17:17:26.111040,simple,rest,microsoft,vscode,678.038900019601,8022,True,
